source_provider_name,source_health_system,source_geography,source_service_line,source_market,source_period,source_volume,payer_type,data_source,source_file
LUMINIS HEALTH,Luminis Health,Maryland,MSK,Virginia Demo Market,2021-Q4,580,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
novant health,Novant Health,Northern Virginia,GASTROENTEROLOGY,Virginia Demo Market,2019-Q2,316,All Payer,mock_source_v2,provider_volume_2019_2023.csv
NovantHlth,,Northern Virginia,Musculoskeletal,Virginia Demo Market,2023-Q3,994,All Payer,mock_source_v2,vol_export_final.csv
LUMINIS HEALTH,Luminis Health,Maryland,Behavioral Health,Virginia Demo Market,Q2-2021,226,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Novant Health,,Northern Virginia,Gastroenterology,Virginia Demo Market,Jan-Mar 2021,307,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
Inova Loudoun,Inova Health System,Northern Virginia,OB/GYN,,Jan-Mar 2020,729,Medicare,mock_source_v2,vol_export_final.csv
Bon Secours Health,Bon Secours Mercy Health,Richmond,neurology,Virginia Demo Market,Oct-Dec 2019,411,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
VCU HEALTH,VCU Health System,Richmond,Heart Services,Virginia Demo Market,Q3 2022,"1,027",Commercial,mock_source_v2,vol_export_FINAL_v2.csv
CARILION CLINIC,Carilion Clinic,Roanoke,oncology,Virginia Demo Market,2023-Q4,661,Unknown,mock_source_v2,vol_export_final.csv
Privia Health,Privia Health Group,Northern Virginia,Neurological Svcs,Virginia Demo Market,2023-Q3,274,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
CARILION CLINIC,Carilion Clinic,Roanoke,NEURO,Virginia Demo Market,2022-Q4,773,All Payer,mock_source_v2,provider_volume_2019_2023.csv
NOVANT,Novant Health,Northern Virginia,OB/GYN,Virginia Demo Market,Q4-2023,791,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
Med Star,MedStar Health,DC Metro,Women's Health,Unknown,Q1-2022,1156,Commercial,mock_source_v2,provider_volume_2019_2023.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,Oncology Services,,Jan-Mar 2019,306,,mock_source_v2,vol_export_final.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,Orthopedics,Virginia Demo Market,Q1 2022,1045,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Inova Fairfax,Inova Health System,Northern Virginia,OB/GYN,Virginia Demo Market,Oct-Dec 2021,1811,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
carilion clinic,Carilion Clinic,Roanoke,CARDIOLOGY,Virginia Demo Market,Q1-2022,890,Medicare,mock_source_v2,provider_volume_2019_2023.csv
inova,Inova Health System,Northern Virginia,Women,Virginia Demo Market,2022-Q3,1938.0,Medicare,mock_source_v2,vol_export_final.csv
Sentara,Sentara Healthcare,Hampton Roads,Psych,Virginia Demo Market,Apr-Jun 2020,182,All Payer,mock_source_v2,provider_volume_2019_2023.csv
INOVA Loudoun,Inova Health System,Northern Virginia,Women,Virginia Demo Market,Q4 2022,818,Medicare,mock_source_v2,vol_export_final.csv
HCA Virginia,HCA Healthcare,Richmond,onc.,Virginia Demo Market,Q3 2020,380,All Payer,mock_source_v2,vol_export_final.csv
Novant,Novant Health,Northern Virginia,ER Services,Virginia Demo Market,Q3/2020,,Unknown,mock_source_v2,vol_export_final.csv
Sentara Healthcare,Sentara Healthcare,Hampton Roads,Orthopedics,Virginia Demo Market,Q3 2020,1147,Commercial,mock_source_v2,provider_volume_2019_2023.csv
MedStar,MedStar Health,DC Metro,G.I.,Virginia Demo Market,Q1-2019,590,Commercial,mock_source_v2,provider_volume_2019_2023.csv
LUMINIS HEALTH,Luminis Health,Maryland,MSK,Virginia Demo Market,2019 Q4,567,All Payer,mock_source_v2,provider_volume_2019_2023.csv
INOVA LOUDOUN,Inova Health System,Northern Virginia,women's health,Virginia Demo Market,Q2-2019,808,Medicare,mock_source_v2,vol_export_final.csv
INOVA,Inova Health System,Northern Virginia,oncology,Virginia Demo Market,2019 Q2,1404,Unknown,mock_source_v2,provider_volume_2019_2023.csv
VCU,VCU Health System,Richmond,ONCOLOGY,Virginia Demo Market,Q2 2019,2899,,mock_source_v2,vol_export_final.csv
Sentara Health,,Hampton Roads,Oncology Services,Virginia Demo Market,2019-Q3,886,All Payer,mock_source_v2,vol_export_final.csv
Sentara Healthcare,Sentara Healthcare,Hampton Roads,Neurological Svcs,Virginia Demo Market,2023-Q2,830,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours Health,Bon Secours Mercy Health,Richmond,GASTROENTEROLOGY,Virginia Demo Market,Apr-Jun 2023,511,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
UNIVERSITY OF VIRGINIA HEALTH,UVA Health,Charlottesville,MSK,Virginia Demo Market,Q3 2022,986,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
Virginia Commonwealth,VCU Health System,Richmond,WOMENS HEALTH,Virginia Demo Market,2019-Q2,862,All Payer,mock_source_v2,vol_export_final.csv
INOVA LOUDOUN,Inova Health System,Northern Virginia,Emerg Svcs,Virginia Demo Market,Q2-2020,402,Medicare,mock_source_v2,vol_export_final.csv
InOva,Inova Health System,Northern Virginia,Ob-Gyn,Virginia Demo Market,Q2-2022,1914,Commercial,mock_source_v2,vol_export_final.csv
Novant,Novant Health,Northern Virginia,GASTROENTEROLOGY,Virginia Demo Market,2020-Q2,143,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
CARILION CLINIC,Carilion Clinic,Roanoke,BEHAVIORAL HEALTH,Virginia Demo Market,Q3 2022,379,Medicare,mock_source_v2,vol_export_final.csv
VCU HEALTH,VCU Health System,Richmond,Neuro,Virginia Demo Market,2021-Q2,1487,All Payer,mock_source_v2,vol_export_final.csv
inova health,Inova Health System,Northern Virginia,Psychiatry,Virginia Demo Market,Q4 2020,569,Unknown,mock_source_v2,provider_volume_2019_2023.csv
Privia,Privia Health Group,Northern Virginia,G.I.,Virginia Demo Market,2021 Q1,272,All Payer,mock_source_v2,provider_volume_2019_2023.csv
HCA,HCA Healthcare,Richmond,Gastro,Virginia Demo Market,Q3/2019,557,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,BH,Virginia Demo Market,Q3-2023,192,Medicare,mock_source_v2,vol_export_final.csv
Carilion Clinic,Carilion Clinic,Roanoke,gastro,Virginia Demo Market,Q4/2021,399,All Payer,mock_source_v2,provider_volume_2019_2023.csv
NovantHlth,Novant Health,Northern Virginia,ER Services,Virginia Demo Market,2023 Q4,1025,All Payer,mock_source_v2,vol_export_final.csv
VCU Health,VCU Health System,Richmond,cardiac services,Virginia Demo Market,2022-Q2,1097,,mock_source_v2,vol_export_final.csv
MedStar Health,MedStar Health,DC Metro,cardiac services,Virginia Demo Market,Jan-Mar 2022,1548,,mock_source_v2,vol_export_FINAL_v2.csv
SENTARA,Sentara Healthcare,Hampton Roads,cancer,Virginia Demo Market,Q4-2022,890,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
inova health,Inova Health System,Northern Virginia,cancer,Virginia Demo Market,Jan-Mar 2022,1439,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,cardiology,Virginia Demo Market,Jan-Mar 2019,634,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
sentara,Sentara Healthcare,Hampton Roads,Musculoskeletal,Virginia Demo Market,2023-Q3,1811 cases,,mock_source_v2,vol_export_FINAL_v2.csv
Virginia Commonwealth,VCU Health System,Richmond,womens hlth,Virginia Demo Market,Q2/2021,846,All Payer,mock_source_v2,vol_export_final.csv
Inova Health,Inova Health System,Northern Virginia,card.,Virginia Demo Market,Q3/2019,2022,,mock_source_v2,vol_export_FINAL_v2.csv
BON SECOURS,Bon Secours Mercy Health,Richmond,cancer,Virginia Demo Market,Jul-Sep 2023,419,Commercial,mock_source_v2,provider_volume_2019_2023.csv
vcu,VCU Health System,Richmond,orthopaedics,Virginia Demo Market,Q4 2023,973,All Payer,mock_source_v2,vol_export_final.csv
CARILION,Carilion Clinic,Roanoke,CARDIOLOGY,Virginia Demo Market,2019 Q2,791,All Payer,mock_source_v2,provider_volume_2019_2023.csv
UVA Healthcare,UVA Health,Charlottesville,GI,Virginia Demo Market,2022-Q3,,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
carilion clinic,,Roanoke,Neuro,Virginia Demo Market,2021 Q3,735.0,,mock_source_v2,vol_export_final.csv
VCU HEALTH,VCU Health System,Richmond,Emergency,Virginia Demo Market,Jan-Mar 2020,1642,Unknown,mock_source_v2,provider_volume_2019_2023.csv
inova health,Inova Health System,Northern Virginia,ED,Virginia Demo Market,2019-Q3,3125,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
privia health,Privia Health Group,Northern Virginia,Gastro,Virginia Demo Market,2021 Q4,307,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
UVA Health,UVA Health,Charlottesville,Womens Health,Virginia Demo Market,Oct-Dec 2022,896,All Payer,mock_source_v2,provider_volume_2019_2023.csv
INOVA Loudoun,Inova Health System,Northern Virginia,Gastro,Virginia Demo Market,2022 Q4,261,All Payer,mock_source_v2,provider_volume_2019_2023.csv
UVA Health,UVA Health,Charlottesville,MSK,Virginia Demo Market,Jul-Sep 2021,977,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
UNIVERSITY OF VIRGINIA HEALTH,UVA Health,Charlottesville,gi services,Virginia Demo Market,2021 Q3,549,All Payer,mock_source_v2,provider_volume_2019_2023.csv
BON SECOURS,Bon Secours Mercy Health,Richmond,neuro services,Virginia Demo Market,Q2-2021,392,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
Luminis,Luminis Health,Maryland,Cardiology,Virginia Demo Market,Q3 2022,638,,mock_source_v2,provider_volume_2019_2023.csv
Carilion Health,Carilion Clinic,Roanoke,cancer,Virginia Demo Market,Jan-Mar 2022,609,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
BON SECOURS,Bon Secours Mercy Health,Richmond,Cancer Services,Virginia Demo Market,2020 Q2,186,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Carilion Health,Carilion Clinic,Roanoke,behav hlth,Virginia Demo Market,2020-Q1,350,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,womens hlth,Virginia Demo Market,Q2/2022,,,mock_source_v2,vol_export_FINAL_v2.csv
HCA Virginia,,Richmond,ER Services,Virginia Demo Market,Q3 2020,1589,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
uva health,UVA Health,Charlottesville,Womens Health,Virginia Demo Market,Jan-Mar 2022,879,All Payer,mock_source_v2,vol_export_final.csv
Privia Hlth,Privia Health Group,Northern Virginia,card.,Virginia Demo Market,Q1/2021,502,All Payer,mock_source_v2,vol_export_final.csv
Inova Loudoun,Inova Health System,Northern Virginia,Psychiatry,Virginia Demo Market,Q1 2020,154,Medicare,mock_source_v2,vol_export_final.csv
vcu health,VCU Health System,Richmond,Neurological Svcs,Virginia Demo Market,Q2/2023,1616,Medicare,mock_source_v2,vol_export_final.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,Behavioral Health,Virginia Demo Market,2021 Q2,172,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
PRIVIA,Privia Health Group,Northern Virginia,Oncology Services,Virginia Demo Market,Q4/2021,166,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
BON SECOURS,,Richmond,Ob-Gyn,Virginia Demo Market,Jul-Sep 2022,1372,All Payer,mock_source_v2,provider_volume_2019_2023.csv
PRIVIA,Privia Health Group,Northern Virginia,CARD,Virginia Demo Market,Q3-2022,480,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
HCA,HCA Healthcare,Richmond,ONC,Virginia Demo Market,Apr-Jun 2019,502 cases,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
privia health,Privia Health Group,Northern Virginia,Psychiatry,Virginia Demo Market,Apr-Jun 2023,431,All Payer,mock_source_v2,provider_volume_2019_2023.csv
VCU HEALTH,VCU Health System,Richmond,Emergency Services,Virginia Demo Market,Q4-2019,1745,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,Ob-Gyn,Virginia Demo Market,Q3 2020,1076,All Payer,mock_source_v2,vol_export_final.csv
Sentara Health,,Hampton Roads,Gastro,TBD,2020 Q3,593,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
V.C.U. Health,VCU Health System,Richmond,E.D.,Virginia Demo Market,2020-Q2,708,All Payer,mock_source_v2,vol_export_final.csv
MEDSTAR,MedStar Health,DC Metro,ORTHOPEDICS,Virginia Demo Market,2020 Q4,928,All Payer,mock_source_v2,vol_export_final.csv
NOVANT,Novant Health,Northern Virginia,Psychiatry,Virginia Demo Market,Jul-Sep 2022,240,All Payer,mock_source_v2,provider_volume_2019_2023.csv
PRIVIA,Privia Health Group,Northern Virginia,Gastro,Virginia Demo Market,Q4-2023,336,Unknown,mock_source_v2,provider_volume_2019_2023.csv
privia health,Privia Health Group,Northern Virginia,BEHAVIORAL HEALTH,Virginia Demo Market,Q1/2023,432,Unknown,mock_source_v2,vol_export_final.csv
SENTARA HEALTH,Sentara Healthcare,Hampton Roads,Neuro,Virginia Demo Market,2023 Q4,861,Medicare,mock_source_v2,provider_volume_2019_2023.csv
VCU Medical Center,VCU Health System,Richmond,Oncology,Virginia Demo Market,2023-Q2,3463,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Novant Health,TBD,Northern Virginia,Womens Health,Virginia Demo Market,2020-Q2,343,All Payer,mock_source_v2,vol_export_final.csv
Bon Secours Mercy,,Richmond,card.,Virginia Demo Market,2023-Q1,991,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Novant,Novant Health,Northern Virginia,Neuro,Virginia Demo Market,2022 Q1,384,Medicare,mock_source_v2,vol_export_final.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,Emerg Svcs,Virginia Demo Market,Q2/2020,593,All Payer,mock_source_v2,vol_export_final.csv
PRIVIA,Privia Health Group,Northern Virginia,NEURO,Virginia Demo Market,Q2 2020,98,All Payer,mock_source_v2,vol_export_final.csv
sentara hlth,Sentara Healthcare,Hampton Roads,behavioral health,Virginia Demo Market,2023-Q3,472,,mock_source_v2,vol_export_final.csv
luminis health,Luminis Health,Maryland,women's health,Virginia Demo Market,Q3 2022,770,Medicaid,mock_source_v2,vol_export_final.csv
MEDSTAR HEALTH,MedStar Health,DC Metro,behavioral health,Virginia Demo Market,Jul-Sep 2022,599,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
Novant Health,Novant Health,Northern Virginia,Gastro,Virginia Demo Market,Q1/2022,305.0,Unknown,mock_source_v2,vol_export_final.csv
VCU Health,VCU Health System,Richmond,ED,Virginia Demo Market,Q2/2021,1613,Medicare,mock_source_v2,vol_export_final.csv
bon secours,Bon Secours Mercy Health,Richmond,ortho,Virginia Demo Market,Jan-Mar 2019,998,Unknown,mock_source_v2,provider_volume_2019_2023.csv
INOVA HEALTH SYSTEM,Inova Health System,Northern Virginia,CARD,Virginia Demo Market,Q3-2022,2135,Medicare,mock_source_v2,vol_export_final.csv
MedStar,MedStar Health,DC Metro,Gastro,Virginia Demo Market,Q3/2023,657,Medicare,mock_source_v2,vol_export_final.csv
Carilion Clinic,Carilion Clinic,Roanoke,Musculoskeletal,Virginia Demo Market,Oct-Dec 2021,656,Unknown,mock_source_v2,vol_export_final.csv
LUMINIS HEALTH,Luminis Health,Maryland,Neurological Svcs,Virginia Demo Market,Q4 2022,370,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
HCA,HCA Healthcare,Richmond,EMERGENCY,Virginia Demo Market,Q4-2019,2253,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Med Star,MedStar Health,DC Metro,Neurological Svcs,Virginia Demo Market,Q3/2019,778,Medicare,mock_source_v2,provider_volume_2019_2023.csv
inova loudoun,Inova Health System,Northern Virginia,ED,Virginia Demo Market,Q3 2021,895.0,Commercial,mock_source_v2,provider_volume_2019_2023.csv
NOVANT HEALTH,Novant Health,Northern Virginia,Heart Services,Virginia Demo Market,Q2-2021,701,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Sentara,Sentara Healthcare,Hampton Roads,Behavioral Health,National,Q3 2021,447,,mock_source_v2,vol_export_FINAL_v2.csv
HCA VIRGINIA,HCA Healthcare,Richmond,CARD,Virginia Demo Market,Q3 2023,1126,All Payer,mock_source_v2,vol_export_final.csv
MEDSTAR HEALTH,MedStar Health,DC Metro,NEUROLOGY,Virginia Demo Market,Oct-Dec 2019,833,Commercial,mock_source_v2,vol_export_final.csv
BSMH,Bon Secours Mercy Health,Richmond,MSK,Virginia Demo Market,Q4 2023,1067,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Inova,Inova Health System,Northern Virginia,behav hlth,Virginia Demo Market,Q1/2020,613,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
UNIVERSITY OF VIRGINIA HEALTH,UVA Health,Charlottesville,oncology,Virginia Demo Market,Q2/2023,1411,,mock_source_v2,vol_export_final.csv
Inova,Inova Health System,Northern Virginia,Neuro,Virginia Demo Market,Q2 2020,509,All Payer,mock_source_v2,vol_export_final.csv
Sentara Healthcare,Sentara Healthcare,Hampton Roads,GI,Virginia Demo Market,2020 Q2,331,Unknown,mock_source_v2,vol_export_final.csv
sentara,Sentara Healthcare,Hampton Roads,ER Services,Virginia Demo Market,Q3-2020,1778,Unknown,mock_source_v2,provider_volume_2019_2023.csv
inova loudoun,Inova Health System,Northern Virginia,Neuro,Virginia Demo Market,Q3 2022,314,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
LUMINIS HEALTH,Luminis Health,Maryland,ONC,Virginia Demo Market,Q2/2021,395,Unknown,mock_source_v2,vol_export_final.csv
INOVA HEALTH SYSTEM,Inova Health System,Northern Virginia,Psych,Virginia Demo Market,2023-Q1,742,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Carilion Health,Carilion Clinic,Roanoke,Women,Virginia Demo Market,Q2-2019,737,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
INOVA Loudoun,Inova Health System,Northern Virginia,ORTHOPEDICS,Virginia Demo Market,Q4 2021,695,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Inova Health,Inova Health System,Northern Virginia,cardiac services,Virginia Demo Market,Q2/2023,2399,Commercial,mock_source_v2,vol_export_final.csv
inova health,Inova Health System,Northern Virginia,Musculoskeletal,Virginia Demo Market,2019 Q4,2576,Medicare,mock_source_v2,vol_export_final.csv
U.V.A. Health,UVA Health,Charlottesville,GASTROENTEROLOGY,Virginia Demo Market,Q4-2022,516,All Payer,mock_source_v2,vol_export_final.csv
Privia Health,Privia Health Group,Northern Virginia,gastro,Virginia Demo Market,Q2/2022,329,Medicare,mock_source_v2,provider_volume_2019_2023.csv
medstar health,MedStar Health,DC Metro,GI,Virginia Demo Market,2021-Q3,651,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
SENTARA HEALTH,Sentara Healthcare,Hampton Roads,GI,Virginia Demo Market,2021-Q3,769,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
HCA,HCA Healthcare,Richmond,Oncology,Virginia Demo Market,Q2-2021,485,All Payer,mock_source_v2,vol_export_final.csv
PRIVIA,Privia Health Group,Northern Virginia,NEUROLOGY,Virginia Demo Market,2020 Q3,167,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
BSMH,Bon Secours Mercy Health,Richmond,Neuro,Virginia Demo Market,Q2-2019,395,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Novant Health,Novant Health,Northern Virginia,cardiology,Virginia Demo Market,Q3-2019,647,,mock_source_v2,vol_export_final.csv
uva health,UVA Health,Charlottesville,ED,Virginia Demo Market,Q2/2023,1301,Unknown,mock_source_v2,vol_export_final.csv
Luminis,Luminis Health,Maryland,Emergency Services,Virginia Demo Market,Apr-Jun 2023,948.0,Medicare,mock_source_v2,vol_export_final.csv
NovantHlth,,Northern Virginia,women's health,Virginia Demo Market,Jan-Mar 2023,730,All Payer,mock_source_v2,provider_volume_2019_2023.csv
vcu,VCU Health System,Richmond,Psychiatry,TBD,2023 Q3,1227,All Payer,mock_source_v2,vol_export_final.csv
Luminis Hlth,Luminis Health,Maryland,EMERGENCY,Virginia Demo Market,2023 Q4,987,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
UVA,UVA Health,Charlottesville,BEHAVIORAL HEALTH,Virginia Demo Market,2021 Q4,449,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
InOva,Inova Health System,Northern Virginia,Cardiac,Virginia Demo Market,Oct-Dec 2023,2765,,mock_source_v2,vol_export_FINAL_v2.csv
VCU HEALTH,VCU Health System,Richmond,BH,Virginia Demo Market,Jan-Mar 2020,882,,mock_source_v2,provider_volume_2019_2023.csv
Bon Secours Health,Bon Secours Mercy Health,Richmond,gi services,Virginia Demo Market,2021 Q1,427,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Privia Hlth,Privia Health Group,Northern Virginia,ED,Virginia Demo Market,2022 Q2,106,Medicare,mock_source_v2,vol_export_final.csv
Inova Loudoun,Inova Health System,Northern Virginia,Neurological Svcs,Virginia Demo Market,Q3/2020,232,Medicare,mock_source_v2,provider_volume_2019_2023.csv
sentara hlth,Sentara Healthcare,Hampton Roads,oncology,Virginia Demo Market,Q1 2020,832,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Med Star,MedStar Health,DC Metro,Neuro,Virginia Demo Market,Q4-2023,953,All Payer,mock_source_v2,vol_export_final.csv
Inova Health,Inova Health System,Northern Virginia,Emergency,Virginia Demo Market,2023 Q4,3741,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Virginia Commonwealth,VCU Health System,Richmond,ER Services,Virginia Demo Market,Q1 2021,1822.0,All Payer,mock_source_v2,vol_export_final.csv
Carilion,Carilion Clinic,Roanoke,orthopaedics,Virginia Demo Market,2022-Q1,660,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Inova Loudoun,Inova Health System,Northern Virginia,Emergency,Virginia Demo Market,2021-Q1,1073,All Payer,mock_source_v2,vol_export_final.csv
BSMH,Bon Secours Mercy Health,Richmond,CARD,Virginia Demo Market,Apr-Jun 2021,854.0,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Privia Hlth,Privia Health Group,Northern Virginia,cancer,Virginia Demo Market,Oct-Dec 2022,173,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
inova loudoun,Inova Health System,Northern Virginia,gastro,Virginia Demo Market,2019 Q3,249,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Sentara Healthcare,Sentara Healthcare,Hampton Roads,E.D.,Virginia Demo Market,2019 Q4,2294,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
MEDSTAR,MedStar Health,DC Metro,ORTHOPEDICS,Virginia Demo Market,Q4-2019,1004,Medicare,mock_source_v2,vol_export_final.csv
Privia,Privia Health Group,Northern Virginia,Mental Health,Virginia Demo Market,Q2 2019,297,All Payer,mock_source_v2,vol_export_final.csv
novant health,Novant Health,Northern Virginia,EMERGENCY,Virginia Demo Market,Jan-Mar 2019,1002,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
hca hlth va,HCA Healthcare,Richmond,cardiac services,Virginia Demo Market,2022-Q2,1116,Unknown,mock_source_v2,provider_volume_2019_2023.csv
Bon Secours Health,Bon Secours Mercy Health,Richmond,ortho,Virginia Demo Market,Q3-2022,1303,All Payer,mock_source_v2,vol_export_final.csv
Sentara Healthcare,Sentara Healthcare,Hampton Roads,cancer,Virginia Demo Market,Q4-2023,858 cases,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Novant,Novant Health,Northern Virginia,GI Services,Virginia Demo Market,Jul-Sep 2019,303,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
inova,Inova Health System,Northern Virginia,ONCOLOGY,Virginia Demo Market,Jan-Mar 2023,1463,Medicare,mock_source_v2,vol_export_final.csv
INOVA Loudoun,,Northern Virginia,Cardiology,Virginia Demo Market,Q3 2023,618,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
bon secours,Bon Secours Mercy Health,Richmond,emergency services,Virginia Demo Market,2019-Q2,1335,All Payer,mock_source_v2,vol_export_final.csv
NOVANT,Novant Health,Northern Virginia,Neurology,Virginia Demo Market,Oct-Dec 2019,363,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Privia Hlth,Privia Health Group,Northern Virginia,Womens Health,Virginia Demo Market,Q4/2022,614,All Payer,mock_source_v2,vol_export_final.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,Behavioral Health,Virginia Demo Market,2021-Q2,217,Medicaid,mock_source_v2,vol_export_final.csv
MEDSTAR HEALTH,MedStar Health,DC Metro,neurology,Virginia Demo Market,Q1/2022,866,Medicare,mock_source_v2,vol_export_final.csv
UVA,UVA Health,Charlottesville,ORTHOPEDICS,Virginia Demo Market,Apr-Jun 2023,1035,Medicaid,mock_source_v2,vol_export_final.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,CARDIOLOGY,Virginia Demo Market,2021 Q2,614,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,ONC,Virginia Demo Market,Q2-2019,391,Commercial,mock_source_v2,provider_volume_2019_2023.csv
Bon Secours Health,Bon Secours Mercy Health,Richmond,BH,Virginia Demo Market,Q3-2020,168,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
MedStar,MedStar Health,DC Metro,Mental Health,Virginia Demo Market,2022-Q4,624,,mock_source_v2,provider_volume_2019_2023.csv
Loudoun Hospital,Inova Health System,Northern Virginia,oncology,Virginia Demo Market,2021-Q3,309,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
uva health,UVA Health,Charlottesville,Womens Health,Virginia Demo Market,Q4/2019,851,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
PRIVIA,Privia Health Group,Northern Virginia,Psych,Virginia Demo Market,Apr-Jun 2020,151,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Privia Hlth,Privia Health Group,Northern Virginia,BEHAVIORAL HEALTH,National,Q3/2020,268,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,Heart Services,Virginia Demo Market,Q1 2022,1011,All Payer,mock_source_v2,vol_export_final.csv
BON SECOURS,Bon Secours Mercy Health,Richmond,Ob-Gyn,Virginia Demo Market,Q1/2023,1326,All Payer,mock_source_v2,vol_export_final.csv
HCA,,Richmond,ORTHO,Virginia Demo Market,Jan-Mar 2019,1168,Medicare,mock_source_v2,vol_export_final.csv
NovantHlth,Novant Health,Northern Virginia,Cardiology,Virginia Demo Market,Q4-2020,735,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
HCA Virginia,HCA Healthcare,Richmond,Musculoskeletal,Virginia Demo Market,2022-Q2,1550,Medicare,mock_source_v2,vol_export_final.csv
Carilion Clinic,Carilion Clinic,Roanoke,NEURO,Virginia Demo Market,2020-Q4,666,All Payer,mock_source_v2,vol_export_final.csv
privia health,Privia Health Group,Northern Virginia,NEURO,Virginia Demo Market,2019 Q2,204,Unknown,mock_source_v2,provider_volume_2019_2023.csv
MEDSTAR,MedStar Health,DC Metro,behav hlth,Virginia Demo Market,Apr-Jun 2021,551,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
UVA,UVA Health,Charlottesville,Musculoskeletal,Virginia Demo Market,2022-Q2,977,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
